order_item_id,order_id,product_id,quantity,unit_price
122,42,15,2,58.01
123,42,36,2,187.26
124,43,7,1,252.32
125,43,33,2,167.3
126,43,9,3,199.78
127,43,6,3,422.95
128,43,23,1,214.98
129,44,4,3,147.85
130,44,30,2,17.71
131,45,8,1,414.68
132,45,34,2,303.68
133,46,9,1,199.78
134,46,2,2,163.39
135,47,20,3,321.8
136,47,10,1,264.29
137,47,17,1,204.12
138,48,23,2,214.98
139,48,3,2,275.19
140,48,16,3,305.12
141,48,13,1,136.95
142,49,14,1,126.74
143,49,35,3,130.31
144,49,26,1,182.03
145,49,37,2,464.94
146,49,33,2,167.3
147,50,25,3,157.97
148,50,6,3,422.95
149,50,8,2,414.68
150,50,39,3,213.32
151,50,37,2,464.94
152,51,25,3,157.97
153,51,15,3,58.01
154,51,32,1,177.8
155,52,30,2,17.71
156,52,20,1,321.8
157,52,7,3,252.32
158,53,31,1,68.91
159,53,24,1,336.85
160,53,28,1,272.86
161,53,22,1,58.11
162,54,40,1,241.88
163,54,3,1,275.19
164,54,14,3,126.74
165,54,35,2,130.31
166,54,11,1,48.15
167,55,34,3,303.68
168,55,3,2,275.19
169,55,7,2,252.32
170,56,11,3,48.15
171,57,16,1,305.12
172,57,30,1,17.71
173,57,9,1,199.78
174,57,13,2,136.95
175,57,3,3,275.19
176,58,24,3,336.85
177,59,14,3,126.74
178,59,4,1,147.85
179,59,22,3,58.11
180,59,29,1,235.36
181,59,11,1,48.15
182,60,9,1,199.78
183,60,14,1,126.74
184,60,35,2,130.31
185,60,31,1,68.91
186,60,36,1,187.26
187,61,5,2,363.5
188,61,36,1,187.26
189,61,21,2,394.67
190,61,35,1,130.31
191,62,36,3,187.26
192,62,20,1,321.8
193,62,7,3,252.32
194,63,16,3,305.12
195,63,14,2,126.74
196,63,26,3,182.03
197,63,6,1,422.95
198,63,32,1,177.8
199,64,22,3,58.11
200,64,25,2,157.97
201,64,29,1,235.36
202,65,33,3,167.3
203,65,23,3,214.98
204,65,10,1,264.29
205,65,31,1,68.91
206,66,10,1,264.29
207,66,2,3,163.39
208,66,32,2,177.8
209,66,27,3,114.9
210,67,39,2,213.32
211,67,2,1,163.39
212,67,22,1,58.11
213,67,31,1,68.91
214,67,15,1,58.01
215,68,33,3,167.3
216,68,20,1,321.8
217,68,35,2,130.31
218,69,27,1,114.9
219,70,2,2,163.39
220,70,17,3,204.12
221,70,37,3,464.94
222,71,33,3,167.3
223,71,17,2,204.12
224,72,34,1,303.68
225,72,31,3,68.91
226,72,8,3,414.68
227,72,35,1,130.31
228,73,22,1,58.11
229,73,39,3,213.32
230,74,8,2,414.68
231,74,22,3,58.11
232,74,23,2,214.98
233,74,29,2,235.36
234,74,38,2,323.23
235,75,12,1,325.29
236,75,2,1,163.39
237,75,20,3,321.8
238,75,26,2,182.03
239,76,22,1,58.11
240,76,36,2,187.26
241,76,28,1,272.86
242,76,30,1,17.71
243,76,18,3,378.66
244,77,18,3,378.66
245,77,1,1,108.61
246,77,33,1,167.3
247,78,39,2,213.32
248,78,14,3,126.74
249,78,40,2,241.88
250,79,38,2,323.23
251,79,33,2,167.3
252,80,35,1,130.31
253,80,17,2,204.12
254,80,9,2,199.78
255,80,4,3,147.85
256,80,13,1,136.95
257,81,26,1,182.03
258,81,25,3,157.97
259,81,39,2,213.32
260,82,40,2,241.88
261,82,38,1,323.23
262,82,23,1,214.98
263,83,28,3,272.86
264,83,8,2,414.68
265,84,28,1,272.86
266,84,17,2,204.12
267,84,10,3,264.29
268,85,2,2,163.39
269,85,23,3,214.98
270,85,17,3,204.12
271,85,39,3,213.32
272,85,27,1,114.9
273,86,10,3,264.29
274,86,3,3,275.19
275,86,2,1,163.39
276,87,22,3,58.11
277,88,14,3,126.74
278,88,10,3,264.29
279,88,9,3,199.78
280,88,15,3,58.01
281,88,31,3,68.91
282,89,2,3,163.39
283,90,8,1,414.68
284,90,34,2,303.68
285,90,37,3,464.94
286,90,16,3,305.12
287,90,28,2,272.86
288,91,36,1,187.26
289,91,24,1,336.85
290,91,11,1,48.15
291,91,8,1,414.68
292,91,6,2,422.95
293,92,36,2,187.26
294,92,29,1,235.36
295,93,4,3,147.85
296,93,28,3,272.86
297,93,26,1,182.03
298,93,39,3,213.32
299,93,38,2,323.23
300,94,18,2,378.66
301,95,24,2,336.85
302,95,3,3,275.19
303,95,17,1,204.12
304,95,35,1,130.31
305,95,7,3,252.32
306,96,34,3,303.68
307,97,29,1,235.36
308,97,23,2,214.98
309,98,1,3,108.61
310,99,22,2,58.11
311,99,2,2,163.39
312,100,7,1,252.32
313,100,13,3,136.95
314,100,15,1,58.01
315,101,38,3,323.23
316,101,24,1,336.85
317,101,31,2,68.91
318,101,37,2,464.94
319,101,16,1,305.12
320,102,16,3,305.12
321,103,11,3,48.15
322,103,12,2,325.29
323,104,16,1,305.12
324,104,12,2,325.29
325,105,24,3,336.85
326,106,9,2,199.78
327,106,33,2,167.3
328,106,27,3,114.9
329,107,16,3,305.12
330,107,36,2,187.26
331,107,3,1,275.19
332,108,16,2,305.12
333,108,2,3,163.39
334,109,12,2,325.29
335,109,18,3,378.66
336,109,31,3,68.91
337,110,15,1,58.01
338,110,26,1,182.03
339,110,24,3,336.85
340,110,2,2,163.39
341,111,12,3,325.29
342,111,32,2,177.8
343,111,25,2,157.97
344,111,17,2,204.12
345,111,21,3,394.67
346,112,38,3,323.23
347,112,30,1,17.71
348,112,12,3,325.29
349,112,34,3,303.68
350,113,8,1,414.68
351,113,2,2,163.39
352,113,3,3,275.19
353,113,16,2,305.12
354,113,40,1,241.88
355,114,5,2,363.5
356,114,33,2,167.3
357,114,2,1,163.39
358,114,13,3,136.95
359,115,38,3,323.23
360,115,2,3,163.39
361,115,22,3,58.11
362,115,20,3,321.8
363,116,8,2,414.68
364,116,5,2,363.5
365,117,19,1,266.44
366,117,32,2,177.8
367,118,34,1,303.68
368,118,8,3,414.68
369,118,1,3,108.61
370,118,16,1,305.12
371,119,34,3,303.68
372,119,23,3,214.98
373,119,1,3,108.61
374,119,39,2,213.32
375,119,6,3,422.95
376,120,36,2,187.26
377,121,21,1,394.67
378,121,27,1,114.9
379,121,12,2,325.29
380,121,7,3,252.32
381,122,20,2,321.8
382,122,29,1,235.36
383,123,40,3,241.88
384,123,3,3,275.19
385,123,12,2,325.29
386,123,26,2,182.03
387,123,30,1,17.71
388,124,32,2,177.8
389,124,37,1,464.94
390,124,4,1,147.85
391,124,16,2,305.12
392,124,34,1,303.68
393,125,10,3,264.29
394,125,33,3,167.3
395,126,34,3,303.68
396,126,39,1,213.32
397,127,35,1,130.31
398,127,20,1,321.8
399,128,30,3,17.71
400,128,34,2,303.68
401,128,9,2,199.78
402,128,1,3,108.61
403,129,38,3,323.23
404,129,29,1,235.36
405,129,39,2,213.32
406,129,37,2,464.94
407,129,8,1,414.68
408,130,10,2,264.29
409,130,11,2,48.15
410,131,4,1,147.85
411,131,38,3,323.23
412,131,33,1,167.3
413,132,18,3,378.66
414,132,8,3,414.68
415,133,20,1,321.8
416,133,35,2,130.31
417,134,11,2,48.15
418,134,31,2,68.91
419,134,6,2,422.95
420,134,21,1,394.67
421,135,19,3,266.44
422,136,11,2,48.15
423,136,21,2,394.67
424,136,9,2,199.78
425,137,10,1,264.29
426,137,17,1,204.12
427,137,11,1,48.15
428,138,40,1,241.88
429,138,9,1,199.78
430,138,3,1,275.19
431,138,26,1,182.03
432,139,26,3,182.03
433,139,24,3,336.85
434,139,20,2,321.8
435,139,3,3,275.19
436,140,8,2,414.68
437,140,14,2,126.74
438,141,35,2,130.31
439,141,3,3,275.19
440,141,2,1,163.39
441,142,37,3,464.94
442,143,21,3,394.67
443,144,37,1,464.94
444,144,29,2,235.36
445,144,13,2,136.95
446,144,9,1,199.78
447,144,30,3,17.71
448,145,32,2,177.8
449,145,24,3,336.85
450,145,33,2,167.3
451,145,4,1,147.85
452,146,1,1,108.61
453,147,16,2,305.12
454,147,40,2,241.88
455,147,15,1,58.01
456,148,30,1,17.71
457,148,9,2,199.78
458,148,6,1,422.95
459,149,2,1,163.39
460,149,35,3,130.31
461,149,31,2,68.91
462,149,30,1,17.71
463,150,19,1,266.44
464,150,27,1,114.9
465,150,20,1,321.8
466,150,8,1,414.68
467,151,16,1,305.12
468,151,4,2,147.85
469,152,1,2,108.61
470,152,29,2,235.36
471,152,20,3,321.8
472,153,14,3,126.74
473,154,37,1,464.94
474,154,33,2,167.3
475,154,40,3,241.88
476,154,7,2,252.32
477,154,34,1,303.68
478,155,16,2,305.12
479,155,30,2,17.71
480,155,40,3,241.88
481,155,15,2,58.01
482,156,29,3,235.36
483,156,28,3,272.86
484,156,9,3,199.78
485,156,20,2,321.8
486,156,26,3,182.03
487,157,27,3,114.9
488,157,34,2,303.68
489,157,39,1,213.32
490,158,5,2,363.5
491,158,7,2,252.32
492,158,14,3,126.74
493,159,9,1,199.78
494,160,4,3,147.85
495,160,17,1,204.12
496,160,27,3,114.9
497,160,39,2,213.32
498,160,40,3,241.88
499,161,10,3,264.29
500,161,31,1,68.91
501,161,2,1,163.39
502,161,34,2,303.68
503,161,3,1,275.19
504,162,13,1,136.95
505,162,24,1,336.85
506,162,4,2,147.85
507,163,32,1,177.8
508,163,8,3,414.68
509,164,16,1,305.12
510,164,31,1,68.91
511,165,38,3,323.23
512,165,21,2,394.67
513,165,31,1,68.91
514,165,13,2,136.95
515,166,34,2,303.68
516,166,19,1,266.44
517,166,17,3,204.12
518,166,16,2,305.12
519,167,38,2,323.23
520,168,29,1,235.36
521,169,12,2,325.29
522,169,39,1,213.32
523,169,23,2,214.98
524,170,18,1,378.66
525,171,13,3,136.95
526,171,26,1,182.03
527,171,3,1,275.19
528,171,34,1,303.68
529,171,8,1,414.68
530,172,34,1,303.68
531,172,13,1,136.95
532,172,32,3,177.8
533,172,14,1,126.74
534,172,37,3,464.94
535,173,31,3,68.91
536,173,11,3,48.15
537,173,3,2,275.19
538,174,19,3,266.44
539,174,5,3,363.5
540,174,15,3,58.01
541,174,1,2,108.61
542,175,19,3,266.44
543,176,21,3,394.67
544,176,22,2,58.11
545,177,18,2,378.66
546,177,2,1,163.39
547,178,19,2,266.44
548,179,39,1,213.32
549,179,35,1,130.31
550,179,24,3,336.85
551,179,28,2,272.86
552,179,17,1,204.12
553,180,22,3,58.11
554,180,40,3,241.88
555,181,15,2,58.01
556,181,33,3,167.3
557,181,12,3,325.29
558,181,23,2,214.98
559,181,11,1,48.15
560,182,37,1,464.94
561,182,17,2,204.12
562,182,23,3,214.98
563,183,39,1,213.32
564,184,12,2,325.29
565,185,33,1,167.3
566,185,3,1,275.19
567,185,32,3,177.8
568,186,15,1,58.01
569,186,38,3,323.23
570,186,7,3,252.32
571,186,26,2,182.03
572,187,9,1,199.78
573,188,18,2,378.66
574,188,36,3,187.26
575,188,39,1,213.32
576,189,4,2,147.85
577,190,9,3,199.78
578,190,8,3,414.68
579,191,13,2,136.95
580,191,12,3,325.29
581,191,38,1,323.23
582,191,35,1,130.31
583,192,14,3,126.74
584,192,8,3,414.68
585,192,5,3,363.5
586,192,17,1,204.12
587,192,6,2,422.95
588,193,28,1,272.86
589,193,12,1,325.29
590,193,14,2,126.74
591,193,30,2,17.71
592,193,29,2,235.36
593,194,24,1,336.85
594,194,20,1,321.8
595,194,30,3,17.71
596,194,2,2,163.39
597,194,19,1,266.44
598,195,21,1,394.67
599,195,28,1,272.86
600,195,4,2,147.85
601,196,39,3,213.32
602,197,5,1,363.5
603,197,6,3,422.95
604,197,12,1,325.29
605,198,15,3,58.01
606,198,32,3,177.8
607,198,28,2,272.86
608,198,23,1,214.98
609,198,37,3,464.94
610,199,22,2,58.11
611,199,21,1,394.67
612,200,22,3,58.11
613,200,17,1,204.12
614,201,25,2,157.97
615,202,20,3,321.8
616,202,9,2,199.78
617,202,11,3,48.15
618,203,33,3,167.3
619,203,4,3,147.85
620,203,27,2,114.9
621,203,12,1,325.29
622,203,8,2,414.68
623,204,36,2,187.26
624,204,24,1,336.85
625,204,34,2,303.68
626,205,34,1,303.68
627,205,27,2,114.9
628,205,31,3,68.91
629,205,11,3,48.15
630,205,32,3,177.8
631,206,14,3,126.74
632,206,6,1,422.95
633,206,7,2,252.32
634,207,6,2,422.95
635,208,27,2,114.9
636,208,30,2,17.71
637,208,12,2,325.29
638,208,17,3,204.12
639,208,2,2,163.39
640,209,33,3,167.3
641,209,14,1,126.74
642,209,1,2,108.61
643,210,4,1,147.85
644,210,15,1,58.01
645,210,31,2,68.91
646,210,21,2,394.67
647,210,35,2,130.31
648,211,11,2,48.15
649,211,17,2,204.12
650,211,15,2,58.01
651,212,39,3,213.32
652,212,14,1,126.74
653,213,8,3,414.68
654,213,38,3,323.23
655,213,16,3,305.12
656,213,27,3,114.9
657,213,5,3,363.5
658,214,18,1,378.66
659,215,15,3,58.01
660,215,9,2,199.78
661,215,16,3,305.12
662,215,14,1,126.74
663,215,23,3,214.98
664,216,30,2,17.71
665,217,40,3,241.88
666,217,20,3,321.8
667,217,3,2,275.19
668,218,1,3,108.61
669,218,13,2,136.95
670,219,22,1,58.11
671,219,6,2,422.95
672,219,38,2,323.23
673,219,7,2,252.32
674,220,26,1,182.03
675,220,10,1,264.29
676,221,38,3,323.23
677,221,22,2,58.11
678,221,1,3,108.61
679,221,9,2,199.78
680,221,29,2,235.36
681,222,6,3,422.95
682,222,28,2,272.86
683,222,18,3,378.66
684,223,6,1,422.95
685,223,15,1,58.01
686,223,29,2,235.36
687,223,18,3,378.66
688,224,29,1,235.36
689,224,5,3,363.5
690,224,18,3,378.66
691,224,20,1,321.8
692,224,3,2,275.19
693,225,4,1,147.85
694,225,23,1,214.98
695,225,38,3,323.23
696,226,16,3,305.12
697,226,32,2,177.8
698,226,8,2,414.68
699,226,7,1,252.32
700,226,15,2,58.01
701,227,10,2,264.29
702,227,25,1,157.97
703,227,3,1,275.19
704,227,26,3,182.03
705,227,14,1,126.74
706,228,23,1,214.98
707,229,28,1,272.86
708,229,9,2,199.78
709,229,37,3,464.94
710,229,33,2,167.3
711,229,38,1,323.23
712,230,17,1,204.12
713,230,27,2,114.9
714,230,25,1,157.97
715,231,32,1,177.8
716,231,5,3,363.5
717,232,32,3,177.8
718,232,7,1,252.32
719,232,9,3,199.78
720,232,40,2,241.88
721,232,36,3,187.26
722,233,34,3,303.68
723,233,27,3,114.9
724,233,5,1,363.5
725,234,38,1,323.23
726,234,9,1,199.78
727,235,26,1,182.03
728,235,29,1,235.36
729,235,33,2,167.3
730,235,30,3,17.71
731,235,4,1,147.85
732,236,21,2,394.67
733,236,15,3,58.01
734,236,29,2,235.36
735,236,13,2,136.95
736,236,25,2,157.97
737,237,39,1,213.32
738,238,24,2,336.85
739,238,32,3,177.8
740,239,6,1,422.95
741,240,13,2,136.95
742,240,14,3,126.74
743,240,25,1,157.97
744,241,16,3,305.12
745,242,12,3,325.29
746,242,35,2,130.31
747,242,13,1,136.95
748,242,37,1,464.94
749,243,4,2,147.85
750,244,34,2,303.68
751,245,24,3,336.85
752,246,21,1,394.67
753,247,38,2,323.23
754,247,21,1,394.67
755,248,38,3,323.23
756,248,24,3,336.85
757,248,27,2,114.9
758,248,15,1,58.01
759,248,33,2,167.3
760,249,27,1,114.9
761,250,16,1,305.12
762,250,22,3,58.11
763,251,28,3,272.86
764,251,4,3,147.85
765,252,34,1,303.68
766,252,17,3,204.12
767,252,22,1,58.11
768,252,29,3,235.36
769,253,17,1,204.12
770,253,25,3,157.97
771,254,9,3,199.78
772,254,19,3,266.44
773,254,12,2,325.29
774,254,14,2,126.74
775,255,21,3,394.67
776,255,2,3,163.39
777,256,21,1,394.67
778,256,2,2,163.39
779,256,17,2,204.12
780,257,9,1,199.78
781,257,31,2,68.91
782,257,24,1,336.85
783,257,11,1,48.15
784,257,6,1,422.95
785,258,22,3,58.11
786,258,17,2,204.12
787,258,29,1,235.36
788,259,35,1,130.31
789,259,25,2,157.97
790,259,32,2,177.8
791,259,27,3,114.9
792,259,31,3,68.91
793,260,38,2,323.23
794,261,39,2,213.32
795,261,15,1,58.01
796,261,3,2,275.19
797,261,30,3,17.71
798,262,19,2,266.44
799,262,8,1,414.68
800,262,25,1,157.97
801,263,32,1,177.8
802,263,20,3,321.8
803,263,24,3,336.85
804,263,31,3,68.91
805,264,17,1,204.12
806,264,12,1,325.29
807,264,35,1,130.31
808,265,21,3,394.67
809,265,11,1,48.15
810,265,32,2,177.8
811,265,35,2,130.31
812,265,25,3,157.97
813,266,25,2,157.97
814,266,15,1,58.01
815,266,11,3,48.15
816,266,5,3,363.5
817,266,40,2,241.88
818,267,18,3,378.66
819,267,30,2,17.71
820,267,32,2,177.8
821,267,40,3,241.88
822,267,14,3,126.74
823,268,36,1,187.26
824,269,32,1,177.8
825,269,5,1,363.5
826,270,32,3,177.8
827,270,12,2,325.29
828,271,33,1,167.3
829,271,35,1,130.31
830,271,1,3,108.61
831,271,16,2,305.12
832,272,12,3,325.29
833,272,17,1,204.12
834,272,11,1,48.15
835,272,6,1,422.95
836,273,12,2,325.29
837,273,22,1,58.11
838,274,34,2,303.68
839,275,22,3,58.11
840,275,34,2,303.68
841,275,40,1,241.88
842,275,26,2,182.03
843,275,19,2,266.44
844,276,25,3,157.97
845,276,19,3,266.44
846,276,6,3,422.95
847,276,8,3,414.68
848,277,28,2,272.86
849,277,29,2,235.36
850,278,13,1,136.95
851,278,15,3,58.01
852,278,40,1,241.88
853,278,28,1,272.86
854,278,14,1,126.74
855,279,36,1,187.26
856,280,39,3,213.32
857,281,4,1,147.85
858,281,7,3,252.32
859,281,26,1,182.03
860,281,8,3,414.68
861,281,6,3,422.95
862,282,40,1,241.88
863,282,25,2,157.97
864,282,1,3,108.61
865,282,17,1,204.12
866,283,24,3,336.85
867,283,4,2,147.85
868,283,22,2,58.11
869,284,4,2,147.85
870,284,35,1,130.31
871,284,6,3,422.95
872,284,27,2,114.9
873,285,2,2,163.39
874,285,28,3,272.86
875,285,13,1,136.95
876,286,29,1,235.36
877,286,38,2,323.23
878,286,7,3,252.32
879,287,8,1,414.68
880,287,10,1,264.29
881,287,37,2,464.94
882,288,36,2,187.26
883,288,6,3,422.95
884,288,28,3,272.86
885,288,25,2,157.97
886,288,16,3,305.12
887,289,8,1,414.68
888,289,26,2,182.03
889,290,33,2,167.3
890,291,11,3,48.15
891,291,22,1,58.11
892,291,15,2,58.01
893,292,6,2,422.95
894,292,17,1,204.12
895,292,18,1,378.66
896,293,20,1,321.8
897,293,7,3,252.32
898,293,17,1,204.12
899,293,25,1,157.97
900,294,31,2,68.91
901,295,17,2,204.12
902,295,21,2,394.67
903,296,32,1,177.8
904,296,4,3,147.85
905,297,10,2,264.29
906,297,28,2,272.86
907,297,34,3,303.68
908,298,12,1,325.29
909,299,37,3,464.94
910,300,13,3,136.95
911,300,36,2,187.26
912,300,31,1,68.91
913,300,22,3,58.11
914,301,29,3,235.36
915,301,37,2,464.94
916,302,32,3,177.8
917,302,8,2,414.68
918,302,23,2,214.98
919,302,39,1,213.32
920,302,22,2,58.11
921,303,23,1,214.98
922,304,10,1,264.29
923,304,16,3,305.12
924,304,17,2,204.12
925,304,28,3,272.86
926,304,33,2,167.3
927,305,13,1,136.95
928,305,16,1,305.12
929,306,36,1,187.26
930,306,24,1,336.85
931,306,40,2,241.88
932,306,27,2,114.9
933,306,32,2,177.8
934,307,13,1,136.95
935,307,32,3,177.8
936,307,2,2,163.39
937,307,20,2,321.8
938,307,14,3,126.74
939,308,10,2,264.29
940,308,40,2,241.88
941,309,29,3,235.36
942,309,31,3,68.91
943,310,32,3,177.8
944,310,17,2,204.12
945,310,12,2,325.29
946,310,29,2,235.36
947,310,19,1,266.44
948,311,37,1,464.94
949,311,26,2,182.03
950,311,36,1,187.26
951,312,2,2,163.39
952,312,21,3,394.67
953,312,27,1,114.9
954,312,25,3,157.97
955,312,14,3,126.74
956,313,17,2,204.12
957,313,27,2,114.9
958,314,9,3,199.78
959,315,17,3,204.12
960,315,40,1,241.88
961,315,12,1,325.29
962,315,36,2,187.26
963,315,19,2,266.44
964,316,28,1,272.86
965,316,39,1,213.32
966,316,20,2,321.8
967,316,4,2,147.85
968,317,21,3,394.67
969,317,10,2,264.29
970,318,8,1,414.68
971,319,38,1,323.23
972,320,11,2,48.15
973,321,34,2,303.68
974,321,18,1,378.66
975,321,27,3,114.9
976,321,13,3,136.95
977,321,36,1,187.26
978,322,20,3,321.8
979,323,16,3,305.12
980,324,32,2,177.8
981,324,9,1,199.78
982,324,13,1,136.95
983,324,18,2,378.66
984,324,30,1,17.71
985,325,8,1,414.68
986,325,2,2,163.39
987,325,12,1,325.29
988,325,5,3,363.5
989,326,20,2,321.8
990,327,3,3,275.19
991,328,21,1,394.67
992,328,16,1,305.12
993,328,37,1,464.94
994,329,30,2,17.71
995,329,34,3,303.68
996,330,13,3,136.95
997,330,27,1,114.9
998,330,19,2,266.44
999,330,14,3,126.74
1000,330,38,2,323.23
1001,331,2,3,163.39
1002,331,39,2,213.32
1003,332,28,1,272.86
1004,333,33,3,167.3
1005,333,39,2,213.32
1006,333,7,2,252.32
1007,333,12,2,325.29
1008,333,11,3,48.15
1009,334,19,2,266.44
1010,334,12,2,325.29
1011,334,9,3,199.78
1012,335,23,2,214.98
1013,336,5,2,363.5
1014,337,26,1,182.03
1015,337,27,2,114.9
1016,337,29,2,235.36
1017,338,31,3,68.91
1018,339,32,2,177.8
1019,339,17,1,204.12
1020,339,28,2,272.86
1021,339,30,1,17.71
1022,339,24,1,336.85
1023,340,40,1,241.88
1024,341,4,1,147.85
1025,341,35,2,130.31
1026,342,38,3,323.23
1027,342,37,1,464.94
1028,342,26,3,182.03
1029,342,39,2,213.32
1030,342,12,3,325.29
1031,343,13,3,136.95
1032,343,5,2,363.5
1033,343,4,3,147.85
1034,344,16,1,305.12
1035,344,14,1,126.74
1036,344,21,2,394.67
1037,344,24,2,336.85
1038,345,25,2,157.97
1039,345,14,1,126.74
1040,345,26,2,182.03
1041,345,18,2,378.66
1042,346,4,1,147.85
1043,347,16,2,305.12
1044,347,33,2,167.3
1045,347,40,1,241.88
1046,348,14,2,126.74
1047,348,25,3,157.97
1048,348,30,2,17.71
1049,348,9,3,199.78
1050,348,23,2,214.98
1051,349,34,3,303.68
1052,349,10,2,264.29
1053,349,16,2,305.12
1054,349,2,3,163.39
1055,349,26,2,182.03
1056,350,33,2,167.3
1057,350,35,2,130.31
1058,350,40,3,241.88
1059,350,21,1,394.67
1060,351,36,3,187.26
1061,351,37,2,464.94
1062,351,39,1,213.32
1063,351,10,1,264.29
1064,351,25,2,157.97
1065,352,39,2,213.32
1066,352,4,1,147.85
1067,352,29,1,235.36
1068,352,19,3,266.44
1069,353,37,3,464.94
1070,353,39,2,213.32
1071,353,28,3,272.86
1072,353,20,2,321.8
1073,353,10,2,264.29
1074,354,27,3,114.9
1075,354,35,3,130.31
1076,355,13,3,136.95
1077,355,22,2,58.11
1078,355,20,2,321.8
1079,356,11,1,48.15
1080,357,8,2,414.68
1081,357,24,3,336.85
1082,358,27,3,114.9
1083,358,19,3,266.44
1084,359,4,3,147.85
1085,360,8,1,414.68
1086,360,16,1,305.12
1087,361,26,1,182.03
1088,361,5,1,363.5
1089,362,13,2,136.95
1090,362,3,3,275.19
1091,362,12,2,325.29
1092,362,9,3,199.78
1093,362,4,3,147.85
1094,363,37,2,464.94
1095,363,30,2,17.71
1096,364,25,2,157.97
1097,364,40,2,241.88
1098,364,4,1,147.85
1099,365,20,2,321.8
1100,365,39,2,213.32
1101,366,34,3,303.68
1102,367,14,1,126.74
1103,367,16,3,305.12
1104,367,12,1,325.29
1105,367,2,2,163.39
1106,368,8,3,414.68
1107,368,3,3,275.19
1108,368,30,1,17.71
1109,368,31,2,68.91
1110,369,16,2,305.12
1111,370,23,1,214.98
1112,371,7,3,252.32
1113,371,6,1,422.95
1114,371,15,3,58.01
1115,372,30,3,17.71
1116,372,28,1,272.86
1117,372,5,3,363.5
1118,373,32,3,177.8
1119,374,9,3,199.78
1120,375,8,1,414.68
1121,375,1,1,108.61
1122,375,25,2,157.97
1123,375,6,1,422.95
1124,375,12,1,325.29
1125,376,11,3,48.15
1126,376,15,2,58.01
1127,377,30,1,17.71
1128,377,21,2,394.67
1129,378,4,1,147.85
1130,378,16,3,305.12
1131,379,11,2,48.15
1132,379,25,2,157.97
1133,379,35,3,130.31
1134,379,38,2,323.23
1135,379,31,1,68.91
1136,380,2,1,163.39
1137,380,30,2,17.71
1138,381,20,2,321.8
1139,381,21,1,394.67
1140,381,29,2,235.36
1141,381,32,3,177.8
1142,381,2,3,163.39
1143,382,4,2,147.85
1144,382,25,3,157.97
1145,382,24,1,336.85
1146,383,36,2,187.26
1147,383,24,2,336.85
1148,384,6,3,422.95
1149,385,13,2,136.95
1150,385,38,2,323.23
